Num,Header,Shortcut,Subgenus,Genus,Genus2
816,"MK462249.1 Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-18012493/2018, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
817,"MK462248.1 Middle East respiratory syndrome-related coronavirus strain Hu/Najran-KSA-182RS2567/2018, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
818,"MK462247.1 Middle East respiratory syndrome-related coronavirus strain Hu/Jeddah-KSA-182RS2449/2018, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
819,"MK462246.1 Middle East respiratory syndrome-related coronavirus strain Hu/Jeddah-KSA-173RS1570/2017, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
820,"MK462245.1 Middle East respiratory syndrome-related coronavirus strain Hu/Jeddah-KSA-173RS1512/2017, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
821,"MK462244.1 Middle East respiratory syndrome-related coronavirus strain Hu/Aseer-KSA-173RS1288/2017, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
822,"MK462243.1 Middle East respiratory syndrome-related coronavirus strain Hu/Jeddah-KSA-173RS1101/2017, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
823,"MK129253.1 Middle East respiratory syndrome-related coronavirus isolate MERS-CoV/KOR/KCDC/001_2018-TSVi, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
824,"MG757605.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-036D1N/2016, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
825,"MG757604.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-039D3T/2016, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
826,"MG757603.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-031D1N/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
827,"MG757602.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-015D1P/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
828,"MG757600.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-012D1S/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
829,"MG757599.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-009D1N/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
830,"MG757598.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-008D3N/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
831,"MG757597.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-007D1N/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
832,"MG757596.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-006D1S/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
833,"MG757595.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-005D1S/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
834,"MG757594.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-004D1S/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
835,"MG757593.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-002D1N/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
836,"MK357909.1 Middle East respiratory syndrome-related coronavirus isolate 011/LOM/C20/F<1, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
837,"MK357908.1 Middle East respiratory syndrome-related coronavirus isolate 011/DAB/C8/F<1, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
838,"MH734115.1 Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Kenya/C1272/2018, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
839,"MK039553.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Jordan-201440011858/2014, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
840,"MK039552.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Jordan-201440011123/2014, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
841,"MG520076.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Riyadh-KSA-023D3N/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
842,"MG546331.1 Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-023D3N/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
843,"MF000460.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Amman-Jordan-12716/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
844,"MF000459.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Amman-Jordan-12918/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
845,"MF000458.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Amman-Jordan-13030/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
846,"MF000457.1 Middle East respiratory syndrome-related coronavirus isolate Hu/Amman-Jordan-12641/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
847,"MH310912.1 Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-7344/2017, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
848,"MH310911.1 Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-10717/2017, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
849,"MH310909.1 Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-5767/2017, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
850,"MG912603.1 Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-9693/2017, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
851,"MG366483.1 Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-7413/2017, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
852,"MH432120.1 Middle East respiratory syndrome-related coronavirus isolate 2366, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
853,"MH395139.1 Middle East respiratory syndrome-related coronavirus isolate 2363, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
854,"MH371127.1 Middle East respiratory syndrome-related coronavirus isolate 2362, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
855,"MG021452.1 Middle East respiratory syndrome-related coronavirus isolate NL140422, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
856,"MH013216.1 Middle East respiratory syndrome-related coronavirus strain HCoV-EMC, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
857,"MF593268.1 Middle East respiratory syndrome-related coronavirus strain Neoromicia/5038, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
858,"MG923481.1 Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Nigeria/NV2020/2016, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
859,"MG923478.1 Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Nigeria/NV1673/2016, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
860,"MG923475.1 Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Nigeria/NV1657/2016, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
861,"MG923468.1 Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Ethiopia/AAU-EPHI-HKU4458/2017, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
862,"MG923467.1 Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Ethiopia/AAU-EPHI-HKU4448/2017, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
863,"MG923466.1 Middle East respiratory syndrome-related coronavirus isolate MERS-CoV camel/Ethiopia/AAU-EPHI-HKU4412/2017, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
864,"MG596803.1 Middle East respiratory syndrome-related coronavirus isolate Bat-CoV/P.khulii/Italy/206645-63/2011, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
865,"MG596802.1 Middle East respiratory syndrome-related coronavirus isolate Bat-CoV/H.savii/Italy/206645-40/2011, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
866,"KY688124.1 Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11401/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
867,"KY688123.1 Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11150/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
868,"KY688122.1 Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11767/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
869,"KY688121.1 Middle East respiratory syndrome-related coronavirus strain Hu/Hufuf-KSA-11442/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
870,"KY688119.1 Middle East respiratory syndrome-related coronavirus strain Hu/Aseer-KSA-Rs924/2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
871,"KY673149.1 Middle East respiratory syndrome-related coronavirus strain Camel/Oman_1_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
872,"KY673148.1 Middle East respiratory syndrome-related coronavirus strain Hu/Oman_50_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
873,"KY581700.1 Middle East respiratory syndrome-related coronavirus strain Camel/UAE_3B-C_2014, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
874,"KY581699.1 Middle East respiratory syndrome-related coronavirus strain Camel/UAE_2B-E_2014, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
875,"KY581696.1 Middle East respiratory syndrome-related coronavirus strain Camel/UAE_1H-B_2014, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
876,"KY581694.1 Middle East respiratory syndrome-related coronavirus strain Hu/UAE_X_2014, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
877,"KY581692.1 Middle East respiratory syndrome-related coronavirus strain Hu/UAE_025_2014, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
878,"KY581691.1 Middle East respiratory syndrome-related coronavirus strain Hu/UAE_023_2014, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
879,"KY581690.1 Middle East respiratory syndrome-related coronavirus strain Hu/UAE_017_2014, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
880,"KY581689.1 Middle East respiratory syndrome-related coronavirus strain Hu/UAE_015_2014, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
881,"KY581688.1 Middle East respiratory syndrome-related coronavirus strain Hu/UAE_011_2014, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
882,"KY581687.1 Middle East respiratory syndrome-related coronavirus strain Hu/UAE_011_2013, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
883,"KY581686.1 Middle East respiratory syndrome-related coronavirus strain Hu/UAE_009_2014, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
884,"KY581685.1 Middle East respiratory syndrome-related coronavirus strain Hu/UAE_004_2013, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
885,"KY581684.1 Middle East respiratory syndrome-related coronavirus strain Hu/UAE_002_2013, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
886,"MG366882.1 Middle East respiratory syndrome-related coronavirus strain Hu/Riyadh-KSA-8683/2017, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
887,"MF598722.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_415915_W6_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
888,"MF598721.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_416452_W6_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
889,"MF598720.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_416452_W5_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
890,"MF598717.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_417163_W4_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
891,"MF598716.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_414486_W4_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
892,"MF598715.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_416452_W4_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
893,"MF598714.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_414500_W4_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
894,"MF598713.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_414377_W4_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
895,"MF598712.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_414492_W4_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
896,"MF598711.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_414481_W4_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
897,"MF598710.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_417162_W4_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
898,"MF598708.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_414492_W3_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
899,"MF598705.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_414486_W3_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
900,"MF598702.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_414377_W3_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
901,"MF598701.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_414498_W3_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
902,"MF598700.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_414379_W3_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
903,"MF598699.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_414485_W3_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
904,"MF598698.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B111_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
905,"MF598697.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B110_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
906,"MF598696.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B109_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
907,"MF598695.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B108_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
908,"MF598694.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B107_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
909,"MF598693.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B106_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
910,"MF598692.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B105_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
911,"MF598691.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B104_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
912,"MF598690.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B103_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
913,"MF598689.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B102_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
914,"MF598688.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B101_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
915,"MF598687.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B100_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
916,"MF598686.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B99_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
917,"MF598685.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B97_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
918,"MF598683.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B95_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
919,"MF598682.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B93_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
920,"MF598681.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B92_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
921,"MF598680.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B91_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
922,"MF598679.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B90_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
923,"MF598678.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B88_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
924,"MF598677.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B87_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
925,"MF598676.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B86_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
926,"MF598675.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B85_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
927,"MF598674.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B84_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
928,"MF598673.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B83_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
929,"MF598672.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B82_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
930,"MF598671.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B81_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
931,"MF598670.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B80_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
932,"MF598669.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B79_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
933,"MF598668.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B78_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
934,"MF598667.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B77_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
935,"MF598666.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B76_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
936,"MF598665.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B75_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
937,"MF598664.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B74_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
938,"MF598663.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B73_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
939,"MF598660.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B70_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
940,"MF598659.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B69_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
941,"MF598658.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B68_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
942,"MF598657.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B67_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
943,"MF598656.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B66_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
944,"MF598655.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B65_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
945,"MF598654.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B64_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
946,"MF598653.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B63_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
947,"MF598652.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B62_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
948,"MF598651.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B61_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
949,"MF598650.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B60_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
950,"MF598649.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B59_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
951,"MF598648.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B58_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
952,"MF598647.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B56_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
953,"MF598646.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B55_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
954,"MF598645.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B54_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
955,"MF598644.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B53_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
956,"MF598643.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B52_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
957,"MF598641.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B50_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
958,"MF598640.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B49_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
959,"MF598639.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B48_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
960,"MF598638.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B47_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
961,"MF598637.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B46_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
962,"MF598636.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B45_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
963,"MF598635.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B44_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
964,"MF598634.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B42_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
965,"MF598632.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B40_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
966,"MF598630.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B38_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
967,"MF598629.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B37_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
968,"MF598627.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B35_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
969,"MF598626.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B34_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
970,"MF598625.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B33_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
971,"MF598624.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B32_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
972,"MF598623.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B31_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
973,"MF598622.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B30_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
974,"MF598621.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B29_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
975,"MF598620.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B28_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
976,"MF598619.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B27_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
977,"MF598618.1 Middle East respiratory syndrome-related coronavirus strain camel/UAE_B26_2015, complete genome",MERS-CoV,Merbecovirus,Betacoronavirus,Betacoronavirus
